60	60					99990	9999
60	120						
60	180						
60	240						
60	300						
60	360						
60	420						
60	480						
60	540						
60	600						
60	660						
60	720						
60	780						
60	840						
60	900						
60	960						
60	1020						
60	1080						
60	1140						
60	1200						
60	1260						
60	1320						
60	1380						
60	1440						
60	1500						
60	1560						
60	1620						
60	1680						
60	1740						
60	1800						
60	1860						
60	1920						
60	1980						
60	2040						
60	2100						
60	2160						
60	2220						
60	2280						
60	2340						
60	2400						
60	2460						
60	2520						
60	2580						
60	2640						
60	2700						
60	2760						
60	2820						
60	2880						
60	2940						
60	3000						
60	3060						
60	3120						
60	3180						
60	3240						
60	3300						
60	3360						
60	3420						
60	3480						
60	3540						
60	3600						
60	3660						
60	3720						
60	3780						
60	3840						
60	3900						
60	3960						
60	4020						
60	4080						
60	4140						
60	4200						
60	4260						
60	4320						
60	4380						
60	4440						
60	4500						
60	4560						
60	4620						
60	4680						
60	4740						
60	4800						
60	4860						
60	4920						
60	4980						
60	5040						
60	5100						
60	5160						
60	5220						
60	5280						
60	5340						
60	5400						
60	5460						
60	5520						
60	5580						
60	5640						
60	5700						
60	5760						
60	5820						
60	5880						
60	5940						
60	6000						
60	6060						
60	6120						
60	6180						
60	6240						
60	6300						
60	6360						
60	6420						
60	6480						
60	6540						
60	6600						
60	6660						
60	6720						
60	6780						
60	6840						
60	6900						
60	6960						
60	7020						
60	7080						
60	7140						
60	7200						
60	7260						
60	7320						
60	7380						
60	7440						
60	7500						
60	7560						
60	7620						
60	7680						
60	7740						
60	7800						
60	7860						
60	7920						
60	7980						
60	8040						
60	8100						
60	8160						
60	8220						
60	8280						
60	8340						
60	8400						
60	8460						
60	8520						
60	8580						
60	8640						
60	8700						
60	8760						
60	8820						
60	8880						
60	8940						
60	9000						
60	9060						
60	9120						
60	9180						
60	9240						
60	9300						
60	9360						
60	9420						
60	9480						
60	9540						
60	9600						
60	9660						
60	9720						
60	9780						
60	9840						
60	9900						
60	9960						
60	10020						
60	10080						
60	10140						
60	10200						
60	10260						
60	10320						
60	10380						
60	10440						
60	10500						
60	10560						
60	10620						
60	10680						
60	10740						
60	10800						
60	10860						
60	10920						
60	10980						
60	11040						
60	11100						
60	11160						
60	11220						
60	11280						
60	11340						
60	11400						
60	11460						
60	11520						
60	11580						
60	11640						
60	11700						
60	11760						
60	11820						
60	11880						
60	11940						
60	12000						
60	12060						
60	12120						
60	12180						
60	12240						
60	12300						
60	12360						
60	12420						
60	12480						
60	12540						
60	12600						
60	12660						
60	12720						
60	12780						
60	12840						
60	12900						
60	12960						
60	13020						
60	13080						
60	13140						
60	13200						
60	13260						
60	13320						
60	13380						
60	13440						
60	13500						
60	13560						
60	13620						
60	13680						
60	13740						
60	13800						
60	13860						
60	13920						
60	13980						
60	14040						
60	14100						
60	14160						
60	14220						
60	14280						
60	14340						
60	14400						
60	14460						
60	14520						
60	14580						
60	14640						
60	14700						
60	14760						
60	14820						
60	14880						
60	14940						
60	15000						
60	15060						
60	15120						
60	15180						
60	15240						
60	15300						
60	15360						
60	15420						
60	15480						
60	15540						
60	15600						
60	15660						
60	15720						
60	15780						
60	15840						
60	15900						
60	15960						
60	16020						
60	16080						
60	16140						
60	16200						
60	16260						
60	16320						
60	16380						
60	16440						
60	16500						
60	16560						
60	16620						
60	16680						
60	16740						
60	16800						
60	16860						
60	16920						
60	16980						
60	17040						
60	17100						
60	17160						
60	17220						
60	17280						
60	17340						
60	17400						
60	17460						
60	17520						
60	17580						
60	17640						
60	17700						
60	17760						
60	17820						
60	17880						
60	17940						
60	18000						
60	18060						
60	18120						
60	18180						
60	18240						
60	18300						
60	18360						
60	18420						
60	18480						
60	18540						
60	18600						
60	18660						
60	18720						
60	18780						
60	18840						
60	18900						
60	18960						
60	19020						
60	19080						
60	19140						
60	19200						
60	19260						
60	19320						
60	19380						
60	19440						
60	19500						
60	19560						
60	19620						
60	19680						
60	19740						
61	19801						
61	19862						
61	19923						
61	19984						
61	20045						
61	20106						
61	20167						
61	20228						
61	20289						
61	20350						
61	20411						
61	20472						
61	20533						
61	20594						
61	20655						
61	20716						
61	20777						
61	20838						
61	20899						
61	20960						
61	21021						
61	21082						
61	21143						
61	21204						
61	21265						
61	21326						
61	21387						
61	21448						
61	21509						
61	21570						
61	21631						
61	21692						
61	21753						
61	21814						
61	21875						
61	21936						
61	21997						
61	22058						
61	22119						
61	22180						
61	22241						
61	22302						
61	22363						
61	22424						
61	22485						
61	22546						
61	22607						
61	22668						
61	22729						
61	22790						
61	22851						
61	22912						
61	22973						
61	23034						
61	23095						
61	23156						
61	23217						
61	23278						
61	23339						
61	23400						
61	23461						
61	23522						
61	23583						
61	23644						
61	23705						
61	23766						
61	23827						
61	23888						
61	23949						
61	24010						
61	24071						
61	24132						
61	24193						
61	24254						
61	24315						
61	24376						
61	24437						
61	24498						
61	24559						
61	24620						
61	24681						
61	24742						
61	24803						
61	24864						
61	24925						
61	24986						
61	25047						
61	25108						
61	25169						
61	25230						
61	25291						
61	25352						
61	25413						
61	25474						
61	25535						
61	25596						
61	25657						
61	25718						
61	25779						
61	25840						
61	25901						
61	25962						
61	26023						
61	26084						
61	26145						
61	26206						
61	26267						
61	26328						
61	26389						
61	26450						
61	26511						
61	26572						
61	26633						
61	26694						
61	26755						
61	26816						
61	26877						
61	26938						
61	26999						
61	27060						
61	27121						
61	27182						
61	27243						
61	27304						
61	27365						
61	27426						
61	27487						
61	27548						
61	27609						
61	27670						
61	27731						
61	27792						
61	27853						
61	27914						
61	27975						
61	28036						
61	28097						
61	28158						
61	28219						
61	28280						
61	28341						
61	28402						
