2384		10000	9608
2693	309		
2930	237		
3724	794		
4634	910		
5301	667		
5689	388		
5854	165		
5991	137		
7207	1216		
7831	624		
8647	816		
8694	47		
9038	344		
10259	1221		
11270	1011		
12406	1136		
15684	3278		
19418	3734		
19426	8		
20406	980		
20603	197		
20788	185		
21508	720		
24060	2552		
25052	992		
25646	594		
27486	1840		
27912	426		
28876	964		
30233	1357		
30710	477		
31171	461		
32710	1539		
33440	730		
33647	207		
34194	547		
34573	379		
35050	477		
36607	1557		
37526	919		
39690	2164		
39846	156		
41881	2035		
42876	995		
43165	289		
45333	2168		
45900	567		
47596	1696		
49148	1552		
49550	402		
50614	1064		
50854	240		
53159	2305		
55008	1849		
56024	1016		
56120	96		
57713	1593		
58028	315		
58106	78		
58370	264		
58421	51		
58558	137		
58730	172		
62879	4149		
65041	2162		
65517	476		
66422	905		
66832	410		
67246	414		
68250	1004		
68370	120		
69104	734		
70132	1028		
71237	1105		
71590	353		
72338	748		
73329	991		
74846	1517		
75122	276		
75667	545		
76687	1020		
78678	1991		
78682	4		
79970	1288		
81110	1140		
81852	742		
82701	849		
84639	1938		
84708	69		
85024	316		
86989	1965		
87804	815		
87910	106		
88149	239		
88625	476		
90239	1614		
92017	1778		
92121	104		
92452	331		
93609	1157		
94885	1276		
94886	1		
95674	788		
95740	66		
97118	1378		
98064	946		
98286	222		
99072	786		
99283	211		
99560	277		
99719	159		
100225	506		
100584	359		
101198	614		
104094	2896		
106014	1920		
110621	4607		
112014	1393		
112128	114		
113398	1270		
113407	9		
117645	4238		
118978	1333		
122027	3049		
123073	1046		
123649	576		
124873	1224		
126360	1487		
127227	867		
127462	235		
130226	2764		
130227	1		
133379	3152		
135870	2491		
136137	267		
137109	972		
137488	379		
139543	2055		
139699	156		
139969	270		
143386	3417		
143460	74		
146658	3198		
146762	104		
147237	475		
147295	58		
147407	112		
147483	76		
147743	260		
147838	95		
147853	15		
148978	1125		
149418	440		
151368	1950		
151433	65		
151453	20		
151455	2		
152286	831		
154177	1891		
154866	689		
154908	42		
154950	42		
155321	371		
155359	38		
155414	55		
155684	270		
157886	2202		
158676	790		
158767	91		
159109	342		
159160	51		
159586	426		
159622	36		
160495	873		
161793	1298		
161927	134		
162892	965		
163002	110		
164927	1925		
165076	149		
165257	181		
165707	450		
166000	293		
166369	369		
167452	1083		
167562	110		
168327	765		
170531	2204		
173323	2792		
173444	121		
173594	150		
174556	962		
176030	1474		
176988	958		
179670	2682		
179940	270		
180859	919		
181919	1060		
182748	829		
184079	1331		
186235	2156		
187377	1142		
187567	190		
188358	791		
188732	374		
190688	1956		
191945	1257		
195430	3485		
197078	1648		
197615	537		
198272	657		
199937	1665		
200579	642		
201016	437		
203516	2500		
205620	2104		
205756	136		
206709	953		
208279	1570		
209495	1216		
211092	1597		
211679	587		
211938	259		
213778	1840		
217616	3838		
217988	372		
218222	234		
220105	1883		
221668	1563		
222266	598		
222315	49		
222547	232		
225222	2675		
226420	1198		
226567	147		
227041	474		
228262	1221		
228337	75		
229201	864		
230083	882		
230356	273		
230807	451		
231052	245		
231527	475		
231557	30		
231939	382		
232099	160		
232765	666		
234200	1435		
234202	2		
234352	150		
234426	74		
235044	618		
236200	1156		
239434	3234		
240630	1196		
242167	1537		
244651	2484		
245060	409		
245124	64		
247468	2344		
247827	359		
248480	653		
249451	971		
249642	191		
250741	1099		
251509	768		
254413	2904		
256878	2465		
257727	849		
258356	629		
259288	932		
259822	534		
260976	1154		
261986	1010		
263447	1461		
264825	1378		
265265	440		
265736	471		
266009	273		
266083	74		
266492	409		
267054	562		
267253	199		
267325	72		
267722	397		
267726	4		
270142	2416		
271829	1687		
273749	1920		
274437	688		
275018	581		
277431	2413		
278622	1191		
280421	1799		
281670	1249		
285041	3371		
286802	1761		
287520	718		
288421	901		
288561	140		
288781	220		
289771	990		
291824	2053		
292243	419		
296396	4153		
296587	191		
296840	253		
296954	114		
299839	2885		
300334	495		
301984	1650		
302228	244		
305868	3640		
305871	3		
306408	537		
308073	1665		
308532	459		
310354	1822		
310719	365		
312379	1660		
312707	328		
314636	1929		
316143	1507		
316485	342		
317912	1427		
319633	1721		
319683	50		
321468	1785		
322426	958		
323315	889		
324906	1591		
325517	611		
325847	330		
325968	121		
326216	248		
327557	1341		
328044	487		
330460	2416		
332201	1741		
333334	1133		
333490	156		
333855	365		
333865	10		
334176	311		
334807	631		
338469	3662		
339140	671		
339340	200		
340081	741		
340557	476		
341466	909		
341597	131		
342286	689		
343287	1001		
343779	492		
345110	1331		
345376	266		
346994	1618		
349413	2419		
351252	1839		
351279	27		
351591	312		
352164	573		
353339	1175		
353661	322		
353801	140		
353803	2		
354120	317		
354827	707		
356441	1614		
356582	141		
360112	3530		
360270	158		
360798	528		
363771	2973		
363772	1		
365133	1361		
365624	491		
366056	432		
366596	540		
368496	1900		
372176	3680		
372732	556		
372941	209		
374935	1994		
375343	408		
375944	601		
377477	1533		
377523	46		
378186	663		
378517	331		
379227	710		
379382	155		
384266	4884		
384431	165		
389849	5418		
390058	209		
390776	718		
391527	751		
392837	1310		
392924	87		
393166	242		
394155	989		
395715	1560		
396515	800		
396811	296		
397318	507		
397626	308		
397869	243		
398031	162		
398058	27		
398128	70		
398571	443		
398804	233		
400391	1587		
401488	1097		
401492	4		
402304	812		
402881	577		
403083	202		
403524	441		
404053	529		
404721	668		
406287	1566		
406810	523		
406936	126		
407514	578		
407857	343		
407899	42		
409601	1702		
412449	2848		
413160	711		
413270	110		
413348	78		
415197	1849		
416772	1575		
417496	724		
417765	269		
418107	342		
418251	144		
419944	1693		
420069	125		
421693	1624		
422648	955		
424107	1459		
425160	1053		
425448	288		
426154	706		
426634	480		
428133	1499		
431709	3576		
432214	505		
432343	129		
433591	1248		
433813	222		
435016	1203		
437587	2571		
439408	1821		
439935	527		
442061	2126		
444502	2441		
446281	1779		
447359	1078		
447480	121		
449340	1860		
449431	91		
450264	833		
451607	1343		
453032	1425		
453922	890		
454307	385		
454767	460		
455295	528		
455318	23		
455569	251		
456132	563		
458172	2040		
458576	404		
461118	2542		
462223	1105		
462797	574		
464070	1273		
467077	3007		
468776	1699		
469008	232		
469269	261		
469934	665		
470143	209		
471113	970		
471237	124		
472377	1140		
472571	194		
473127	556		
473761	634		
474551	790		
474649	98		
474901	252		
475290	389		
477183	1893		
477565	382		
478044	479		
479650	1606		
481148	1498		
482316	1168		
483883	1567		
484518	635		
485859	1341		
487678	1819		
487937	259		
489749	1812		
493204	3455		
493844	640		
494087	243		
495832	1745		
495898	66		
497023	1125		
497966	943		
499235	1269		
500109	874		
501876	1767		
504090	2214		
506677	2587		
507379	702		
508691	1312		
511549	2858		
512155	606		
512355	200		
512593	238		
512685	92		
512910	225		
514971	2061		
515326	355		
518418	3092		
519215	797		
519296	81		
521011	1715		
522314	1303		
524080	1766		
525096	1016		
525139	43		
531234	6095		
532629	1395		
535144	2515		
535169	25		
535205	36		
535225	20		
537255	2030		
538537	1282		
538746	209		
539320	574		
541585	2265		
543470	1885		
544806	1336		
550072	5266		
552884	2812		
553571	687		
555300	1729		
555529	229		
558443	2914		
558850	407		
559860	1010		
561046	1186		
561147	101		
563703	2556		
563822	119		
565139	1317		
565301	162		
565768	467		
566099	331		
567419	1320		
567489	70		
567723	234		
568813	1090		
570427	1614		
570578	151		
570907	329		
571278	371		
571884	606		
571892	8		
572949	1057		
573260	311		
573691	431		
573744	53		
577523	3779		
580180	2657		
580719	539		
581979	1260		
583631	1652		
584391	760		
584830	439		
585020	190		
585228	208		
585318	90		
585941	623		
586024	83		
586687	663		
586804	117		
587632	828		
587647	15		
589054	1407		
589461	407		
590038	577		
591226	1188		
591769	543		
591792	23		
591869	77		
592827	958		
593299	472		
593333	34		
596292	2959		
596635	343		
599587	2952		
602116	2529		
602811	695		
603780	969		
605211	1431		
605665	454		
605726	61		
606153	427		
606626	473		
609757	3131		
610077	320		
611770	1693		
613418	1648		
616220	2802		
618615	2395		
619246	631		
620750	1504		
625762	5012		
625783	21		
627064	1281		
629425	2361		
630476	1051		
633758	3282		
635084	1326		
