999	999	
999	1998	
999	2997	
999	3996	
999	4995	
999	5994	
999	6993	
999	7992	
999	8991	
999	9990	
998	10988	
998	11986	
998	12984	
998	13982	
998	14980	
998	15978	
998	16976	
998	17974	
998	18972	
998	19970	
997	20967	
997	21964	
997	22961	
997	23958	
997	24955	
997	25952	
997	26949	
997	27946	
997	28943	
997	29940	
997	30937	
997	31934	
997	32931	
997	33928	
997	34925	
997	35922	
997	36919	
997	37916	
997	38913	
996	39909	
996	40905	
996	41901	
996	42897	
996	43893	
996	44889	
996	45885	
996	46881	
996	47877	
996	48873	
995	49868	
995	50863	
995	51858	
995	52853	
995	53848	
995	54843	
995	55838	
995	56833	
995	57828	
995	58823	
995	59818	
994	60812	
994	61806	
994	62800	
994	63794	
994	64788	
994	65782	
994	66776	
994	67770	
993	68763	
993	69756	
993	70749	
993	71742	
993	72735	
993	73728	
993	74721	
993	75714	
992	76706	
992	77698	
992	78690	
992	79682	
992	80674	
992	81666	
992	82658	
992	83650	
992	84642	
991	85633	
991	86624	
991	87615	
991	88606	
991	89597	
991	90588	
991	91579	
991	92570	
991	93561	
991	94552	
990	95542	
990	96532	
990	97522	
990	98512	
990	99502	
990	100492	
990	101482	
990	102472	
990	103462	
990	104452	
990	105442	
990	106432	
990	107422	
990	108412	
989	109401	
989	110390	
989	111379	
989	112368	
989	113357	
989	114346	
989	115335	
989	116324	
988	117312	
988	118300	
988	119288	
988	120276	
987	121263	
987	122250	
987	123237	
987	124224	
987	125211	
987	126198	
987	127185	
987	128172	
987	129159	
987	130146	
987	131133	
986	132119	
986	133105	
986	134091	
986	135077	
986	136063	
986	137049	
986	138035	
986	139021	
986	140007	
986	140993	
986	141979	
985	142964	
985	143949	
985	144934	
985	145919	
985	146904	
985	147889	
985	148874	
985	149859	
985	150844	
985	151829	
985	152814	
985	153799	
985	154784	
985	155769	
985	156754	
985	157739	
985	158724	
984	159708	
984	160692	
984	161676	
984	162660	
984	163644	
984	164628	
984	165612	
984	166596	
983	167579	
983	168562	
983	169545	
983	170528	
983	171511	
983	172494	
983	173477	
983	174460	
983	175443	
982	176425	
982	177407	
982	178389	
982	179371	
982	180353	
982	181335	
982	182317	
982	183299	
981	184280	
981	185261	
981	186242	
981	187223	
981	188204	
981	189185	
980	190165	
980	191145	
980	192125	
980	193105	
980	194085	
980	195065	
980	196045	
979	197024	
979	198003	
979	198982	
979	199961	
979	200940	
979	201919	
979	202898	
979	203877	
978	204855	
978	205833	
978	206811	
978	207789	
978	208767	
978	209745	
978	210723	
978	211701	
977	212678	
977	213655	
977	214632	
977	215609	
977	216586	
977	217563	
977	218540	
977	219517	
976	220493	
976	221469	
976	222445	
976	223421	
976	224397	
976	225373	
976	226349	
976	227325	
975	228300	
975	229275	
975	230250	
975	231225	
975	232200	
975	233175	
975	234150	
975	235125	
975	236100	
974	237074	
974	238048	
974	239022	
974	239996	
974	240970	
974	241944	
974	242918	
974	243892	
974	244866	
974	245840	
974	246814	
974	247788	
973	248761	
973	249734	
973	250707	
973	251680	
973	252653	
973	253626	
973	254599	
973	255572	
973	256545	
972	257517	
972	258489	
972	259461	
972	260433	
972	261405	
972	262377	
972	263349	
972	264321	
972	265293	
971	266264	
971	267235	
971	268206	
971	269177	
971	270148	
971	271119	
971	272090	
971	273061	
971	274032	
971	275003	
971	275974	
971	276945	
971	277916	
971	278887	
971	279858	
971	280829	
971	281800	
970	282770	
970	283740	
970	284710	
970	285680	
970	286650	
970	287620	
970	288590	
970	289560	
970	290530	
969	291499	
969	292468	
969	293437	
969	294406	
969	295375	
969	296344	
969	297313	
969	298282	
969	299251	
969	300220	
969	301189	
969	302158	
969	303127	
969	304096	
969	305065	
969	306034	
969	307003	
