1001	1001	2002	10000	100000
1004	1001	4007		
1013	1001	6021		
1014	1005	8040		
1016	1008	10064		
1017	1008	12089		
1019	1010	14118		
1019	1010	16147		
1019	1010	18176		
1030	1011	20217		
1033	1012	22262		
1036	1013	24311		
1040	1015	26366		
1040	1016	28422		
1040	1016	30478		
1042	1016	32536		
1043	1133	34712		
1046	1131	36889		
1047	1130	39066		
1047	1130	41243		
1048	1128	43419		
1050	1128	45597		
1051	1127	47775		
1051	1125	49951		
1052	1122	52125		
1053	1122	54300		
1057	1121	56478		
1061	1119	58658		
1063	1116	60837		
1067	1114	63018		
1067	1112	65197		
1068	1110	67375		
1070	1107	69552		
1073	1106	71731		
1075	1103	73909		
1075	1097	76081		
1077	1093	78251		
1078	1093	80422		
1078	1092	82592		
1079	1090	84761		
1079	1090	86930		
1081	1089	89100		
1082	1088	91270		
1082	1087	93439		
1083	1086	95608		
1085	1086	97779		
1085	1085	99949		
1085	1070	102104	-	
1086	1071	104261	-	
1086	1072	106419	-	
1087	1072	108578	-	
1088	1073	110739	-	
1089	1074	112902	-	
1090	1076	115068	-	
1090	1079	117237	-	
1092	1080	119409	-	
1093	1081	121583	-	
1093	1082	123758	-	
1097	1084	125939	-	
1103	1085	128127	-	
1106	1086	130319	-	
1107	1087	132513	-	
1110	1088	134711	-	
1112	1089	136912	-	
1114	1091	139117	-	
1116	1093	141326	-	
1119	1096	143541	-	
1121	1097	145759	-	
1122	1100	147981	-	
1122	1104	150207	-	
1125	1105	152437	-	
1127	1105	154669	-	
1128	1106	156903	-	
1128	1107	159138	-	
1130	1109	161377	-	
1130	1109	163616	-	
1131	1115	165862	-	
1133	1116	168111	-	
1138	1117	170366		
1140	1117	172623		
1148	1117	174888		
1148	1118	177154		
1155	1120	179429		
1157	1122	181708		
1158	1123	183989		
1161	1124	186274		
1167	1125	188566		
1169	1126	190861		
1172	1127	193160		
1175	1131	195466		
1176	1131	197773		
1178	1132	200083		
1182	1134	202399		
1183	1134	204716		
1185	1135	207036		
