1	1			8200	970
1	2				
1	3				
1	4				
1	5				
1	6				
1	7				
1	8				
1	9				
1	10				
1	11				
1	12				
1	13				
1	14				
1	15				
1	16				
1	17				
1	18				
1	19				
1	20				
1	21				
2	23				
2	25				
2	27				
2	29				
2	31				
2	33				
2	35				
2	37				
2	39				
2	41				
2	43				
2	45				
2	47				
2	49				
2	51				
2	53				
2	55				
2	57				
2	59				
2	61				
2	63				
3	66				
3	69				
3	72				
3	75				
3	78				
3	81				
3	84				
3	87				
3	90				
3	93				
3	96				
3	99				
3	102				
3	105				
3	108				
3	111				
3	114				
3	117				
4	121				
4	125				
4	129				
4	133				
4	137				
4	141				
4	145				
4	149				
4	153				
4	157				
4	161				
4	165				
4	169				
4	173				
4	177				
4	181				
4	185				
4	189				
4	193				
4	197				
5	202				
5	207				
5	212				
5	217				
5	222				
5	227				
5	232				
5	237				
5	242				
5	247				
5	252				
5	257				
5	262				
5	267				
5	272				
5	277				
5	282				
5	287				
5	292				
5	297				
5	302				
5	307				
5	312				
5	317				
5	322				
5	327				
6	333				
6	339				
6	345				
6	351				
6	357				
6	363				
6	369				
6	375				
6	381				
6	387				
6	393				
6	399				
6	405				
6	411				
6	417				
6	423				
6	429				
6	435				
6	441				
6	447				
6	453				
6	459				
6	465				
6	471				
6	477				
6	483				
7	490				
7	497				
7	504				
7	511				
7	518				
7	525				
7	532				
7	539				
7	546				
7	553				
7	560				
7	567				
7	574				
7	581				
7	588				
7	595				
7	602				
7	609				
7	616				
7	623				
7	630				
8	638				
8	646				
8	654				
8	662				
8	670				
8	678				
8	686				
8	694				
8	702				
8	710				
8	718				
8	726				
8	734				
8	742				
8	750				
8	758				
8	766				
9	775				
9	784				
9	793				
9	802				
9	811				
9	820				
9	829				
9	838				
9	847				
9	856				
9	865				
9	874				
9	883				
9	892				
9	901				
9	910				
9	919				
9	928				
9	937				
9	946				
9	955				
9	964				
10	974				
10	984				
10	994				
10	1004				
10	1014				
10	1024				
10	1034				
10	1044				
10	1054				
10	1064				
10	1074				
10	1084				
10	1094				
10	1104				
10	1114				
10	1124				
10	1134				
10	1144				
10	1154				
10	1164				
10	1174				
10	1184				
10	1194				
10	1204				
10	1214				
10	1224				
11	1235				
11	1246				
11	1257				
11	1268				
11	1279				
11	1290				
11	1301				
11	1312				
11	1323				
11	1334				
11	1345				
11	1356				
11	1367				
11	1378				
11	1389				
11	1400				
11	1411				
11	1422				
11	1433				
11	1444				
12	1456				
12	1468				
12	1480				
12	1492				
12	1504				
12	1516				
12	1528				
12	1540				
12	1552				
12	1564				
12	1576				
12	1588				
12	1600				
12	1612				
12	1624				
12	1636				
12	1648				
12	1660				
12	1672				
12	1684				
12	1696				
12	1708				
12	1720				
12	1732				
12	1744				
12	1756				
12	1768				
13	1781				
13	1794				
13	1807				
13	1820				
13	1833				
13	1846				
13	1859				
13	1872				
13	1885				
13	1898				
13	1911				
13	1924				
13	1937				
13	1950				
13	1963				
13	1976				
13	1989				
14	2003				
14	2017				
14	2031				
14	2045				
14	2059				
14	2073				
14	2087				
14	2101				
14	2115				
14	2129				
14	2143				
14	2157				
14	2171				
14	2185				
14	2199				
14	2213				
15	2228				
15	2243				
15	2258				
15	2273				
15	2288				
15	2303				
15	2318				
15	2333				
15	2348				
15	2363				
15	2378				
15	2393				
15	2408				
15	2423				
16	2439				
16	2455				
16	2471				
16	2487				
16	2503				
16	2519				
16	2535				
16	2551				
16	2567				
16	2583				
16	2599				
16	2615				
16	2631				
16	2647				
16	2663				
16	2679				
16	2695				
16	2711				
16	2727				
16	2743				
16	2759				
16	2775				
16	2791				
17	2808				
17	2825				
17	2842				
17	2859				
17	2876				
17	2893				
17	2910				
17	2927				
17	2944				
17	2961				
17	2978				
17	2995				
17	3012				
17	3029				
17	3046				
17	3063				
17	3080				
18	3098				
18	3116				
18	3134				
18	3152				
18	3170				
18	3188				
18	3206				
18	3224				
18	3242				
18	3260				
18	3278				
18	3296				
18	3314				
19	3333				
19	3352				
19	3371				
19	3390				
19	3409				
19	3428				
19	3447				
19	3466				
19	3485				
19	3504				
19	3523				
19	3542				
19	3561				
19	3580				
19	3599				
19	3618				
19	3637				
19	3656				
20	3676				
20	3696				
20	3716				
20	3736				
20	3756				
20	3776				
20	3796				
20	3816				
20	3836				
20	3856				
20	3876				
20	3896				
20	3916				
20	3936				
20	3956				
20	3976				
21	3997				
21	4018				
21	4039				
21	4060				
21	4081				
21	4102				
21	4123				
21	4144				
21	4165				
21	4186				
21	4207				
21	4228				
21	4249				
21	4270				
21	4291				
21	4312				
21	4333				
21	4354				
21	4375				
21	4396				
21	4417				
21	4438				
21	4459				
21	4480				
22	4502				
22	4524				
22	4546				
