9999	8531	0			10000
9999	8467	0			
9998	9116	0			
9997	9814	0			
9997	341	0			
9996	8187	0			
9995	7479	0			
9994	5339	0			
9994	5300	0			
9994	1255	0			
9993	8918	0			
9993	422	0			
9992	7309	0			
9992	3043	0			
9991	4956	0			
9990	7900	0			
9990	6200	0			
9990	5362	0			
9989	6302	0			
9988	6327	0			
9987	4346	0			
9986	7032	0			
9985	3406	0			
9985	1460	0			
9985	790	0			
9982	7731	0			
9982	6635	0			
9982	2518	0			
9981	5589	0			
9980	3095	0			
9979	8557	0			
9978	7309	0			
9973	9771	0			
9973	6124	0			
9972	5980	0			
9972	2055	0			
9972	1048	0			
9971	4047	0			
9969	3468	0			
9968	3295	0			
9967	3924	0			
9966	7198	0			
9962	9490	0			
9962	9278	0			
9962	8779	0			
9959	9406	0			
9959	5203	0			
9958	815	0			
9957	6830	0			
9956	5176	0			
9956	2270	0			
9955	4394	0			
9953	1712	0			
9950	3656	0			
9949	1565	0			
9948	8315	0			
9946	6631	0			
9943	9988	0			
9943	2098	0			
9942	748	0			
9941	4580	0			
9941	3705	0			
9940	6477	0			
9937	5978	0			
9936	8929	0			
9936	7170	0			
9935	6854	0			
9935	6199	0			
9934	7875	0			
9934	5966	0			
9934	2540	0			
9933	1654	0			
9932	1061	0			
9930	8731	0			
9930	5240	0			
9929	228	0			
9926	8854	0			
9926	4770	0			
9922	8974	0			
9920	6181	0			
9919	4590	0			
9919	4473	0			
9918	7501	0			
9918	7217	0			
9918	4948	0			
9917	3709	0			
9916	9701	0			
9915	8149	0			
9912	6536	0			
9912	3189	0			
9911	3950	0			
9910	1866	0			
9910	1491	0			
9908	8318	0			
9908	8101	0			
9908	837	0			
9907	7295	0			
9907	5213	0			
9906	1685	0			
9903	6493	0			
9900	134	0			
9897	4219	0			
9894	1226	0			
9893	2436	0			
9892	7793	0			
9892	981	0			
9891	3690	0			
9890	8361	0			
9889	2355	0			
9888	6153	0			
9888	5983	0			
9887	4265	0			
9886	7968	0			
9886	4478	0			
9886	1448	0			
9885	9458	0			
9884	6225	0			
9883	5662	0			
9881	3520	0			
9880	8593	0			
9880	6112	0			
9878	2231	0			
9877	8712	0			
9877	4868	0			
9875	7314	0			
9875	7271	0			
9875	4904	0			
9874	1204	0			
9873	9249	0			
9872	9164	0			
9872	7881	0			
9871	7012	0			
9870	7450	0			
9870	7051	0			
9870	126	0			
9869	7351	0			
9869	6943	0			
9868	8449	0			
9868	4462	0			
9866	9376	0			
9865	8966	0			
9865	3603	0			
9864	9060	0			
9863	8603	0			
9861	2527	0			
9861	931	0			
9861	374	0			
9859	4760	0			
9859	1274	0			
9858	3396	0			
9858	3058	0			
9858	1731	0			
9857	8868	0			
9854	3773	0			
9853	6329	0			
9848	267	0			
9847	5486	0			
9847	1828	0			
9847	1665	0			
9847	1152	0			
9844	7685	0			
9844	3067	0			
9844	967	0			
9842	7646	0			
9842	2532	0			
9839	5146	0			
9838	4024	0			
9837	928	0			
9834	1812	0			
9834	682	0			
9832	5566	0			
9832	2723	0			
9831	6303	0			
9830	5623	0			
9830	854	0			
9829	9266	0			
9829	6839	0			
9829	4187	0			
9828	9445	0			
9828	2766	0			
9827	2651	0			
9826	8949	0			
9825	5837	0			
9823	7445	0			
9823	2688	0			
9822	433	0			
9820	8995	0			
9820	8629	0			
9820	3383	0			
9819	2726	0			
9815	3236	0			
9815	235	0			
9813	6083	0			
9810	6813	0			
9810	4397	0			
9810	2028	0			
9810	623	0			
9807	7519	0			
9805	3848	0			
9804	1267	0			
9802	4854	0			
9801	9425	0			
9801	1447	0			
9800	6923	0			
9800	161	0			
9799	8138	0			
9799	3466	0			
9798	1929	0			
9796	2203	0			
9795	9577	0			
9795	6036	0			
9794	9714	0			
9792	7036	0			
9791	9294	0			
9791	8756	0			
9790	9482	0			
9789	6828	0			
9789	4393	0			
9788	3743	0			
9787	1736	0			
9786	9011	0			
9786	8054	0			
9786	7090	0			
9785	4002	0			
9783	9391	0			
9783	4134	0			
9783	3323	0			
9783	2982	0			
9782	8100	0			
9780	8003	0			
9780	5261	0			
9778	7030	0			
9777	8143	0			
9777	3147	0			
9776	9063	0			
9776	6025	0			
9775	7230	0			
9774	7948	0			
9773	8947	0			
9772	6493	0			
9772	1899	0			
9771	7395	0			
9771	3644	0			
9770	3451	0			
9767	2790	0			
9766	7889	0			
9766	392	0			
9765	6963	0			
9762	6413	0			
9760	1259	0			
9760	145	0			
9759	2194	0			
9758	1347	0			
9757	7548	0			
9757	3341	0			
9755	5802	0			
9755	2990	0			
9755	1920	0			
9753	5814	0			
9753	3630	0			
9752	2554	0			
9750	6673	0			
9748	5786	0			
9746	8848	0			
9744	8750	0			
9743	7788	0			
9743	2176	0			
9742	5454	0			
9742	4618	0			
9742	970	0			
9741	6614	0			
9741	3655	0			
9740	8682	0			
9740	4328	0			
9738	2151	0			
9737	9415	0			
9736	3661	0			
9735	5183	0			
9734	5347	0			
9730	5645	0			
9728	9873	0			
9728	1164	0			
9727	5001	0			
9726	7538	0			
9726	3651	0			
9726	604	0			
9724	9015	0			
9724	1960	0			
9722	8713	0			
9720	6041	0			
9720	2605	0			
9719	4024	0			
9718	5753	0			
9717	5455	0			
9716	4850	0			
9716	3470	0			
9713	1430	0			
9713	1069	0			
9712	9592	0			
9712	6948	0			
9712	3660	0			
9712	1247	0			
9711	1222	0			
9709	7755	0			
9709	2366	0			
9708	5044	0			
9707	1975	0			
9705	9800	0			
9702	1037	0			
9699	6521	0			
9699	3978	0			
9697	5846	0			
9693	3431	0			
9691	5932	0			
9690	869	0			
9688	5859	0			
9688	4667	0			
9687	4029	0			
9685	325	0			
9684	624	0			
9681	2965	0			
9681	2891	0			
9681	796	0			
9680	7494	0			
9680	3150	0			
9679	6316	0			
9679	3344	0			
9678	5103	0			
9677	8773	0			
9677	6547	0			
9676	5685	0			
9675	3402	0			
9675	958	0			
9674	9287	0			
9674	539	0			
9673	2771	0			
9671	9320	0			
9671	8614	0			
9671	6050	0			
9668	4974	0			
9668	2206	0			
9666	7642	0			
9666	6133	0			
9665	7983	0			
9664	2524	0			
9663	8402	0			
9663	6758	0			
9663	3856	0			
9661	8916	0			
9661	6876	0			
9660	6619	0			
9659	4677	0			
9656	971	0			
9655	8949	0			
9653	2133	0			
9652	1441	0			
9651	4593	0			
9650	6454	0			
9650	6105	0			
9650	4276	0			
9649	6139	0			
9648	8065	0			
9648	6126	0			
9647	9592	0			
9646	8151	0			
9646	2552	0			
9646	852	0			
9645	8093	0			
9644	9143	0			
9644	7572	0			
9644	7345	0			
9643	9667	0			
9638	4372	0			
9637	3353	0			
9636	7745	0			
9633	3027	0			
9632	7879	0			
9632	7138	0			
9632	1648	0			
9631	9378	0			
9631	2988	0			
9630	9590	0			
9629	7901	0			
9628	9332	0			
9628	3909	0			
9627	5022	0			
9622	3143	0			
9621	9297	0			
9621	3777	0			
9619	7000	0			
9619	196	0			
9618	775	0			
9617	7289	0			
9616	7720	0			
9615	6315	0			
9615	5925	0			
9614	2922	0			
9612	8193	0			
9612	3504	0			
9611	3242	0			
9611	2809	0			
9610	3693	0			
9609	8233	0			
9608	7584	0			
9608	1171	0			
9607	1647	0			
9605	9246	0			
9605	8879	0			
9603	523	0			
9602	9847	0			
9601	4635	0			
9599	2615	0			
9599	2125	0			
9596	7859	0			
9595	6027	0			
9594	2854	0			
9592	8643	0			
9591	9934	0			
9590	3757	0			
9589	6224	0			
9588	2277	0			
9587	833	0			
9586	3133	0			
9585	7909	0			
9585	2993	0			
9585	1574	0			
