10000	8000	2000			1000	100	150
10000	8000	2000					
10000	8000	2000					
10000	8000	2000					
10000	8000	2000					
10000	8000	2000					
10000	8000	2000					
9900	7920	1980					
9900	7920	1980					
9900	7920	1980					
9900	7920	1980					
9900	7920	1980					
9900	7920	1980					
9900	7920	1980					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9800	7840	1960					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9700	7760	1940					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9600	7680	1920					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9500	7600	1900					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9400	7520	1880					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9300	7440	1860					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9200	7360	1840					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9100	7280	1820					
9000	7200	1800					
9000	7200	1800					
9000	7200	1800					
9000	7200	1800					
9000	8100	900					
9000	8100	900					
9000	8100	900					
9000	8100	900					
9000	8100	900					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8900	8010	890					
8800	7920	880					
8800	7920	880					
8800	7920	880					
8800	7920	880					
8800	7920	880					
8800	7920	880					
8800	7920	880					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8700	7830	870					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
8600	7740	860					
