957					1000	50
957						
955						
953						
953						
953						
952						
952						
952						
951						
951						
950						
950						
949						
949						
948						
948						
947						
945						
944						
944						
944						
942						
940						
940						
939						
938						
935						
933						
932						
932						
931						
931						
930						
929						
929						
928						
928						
928						
928						
925						
925						
923						
922						
922						
918						
916						
913						
912						
911						
910						
909						
909						
907						
906						
906						
905						
905						
905						
902						
901						
900						
898						
898						
897						
897						
896						
893						
892						
892						
891						
891						
889						
889						
889						
888						
886						
885						
885						
884						
883						
882						
882						
875						
873						
873						
870						
869						
869						
867						
867						
867						
865						
865						
865						
861						
861						
860						
856						
855						
853						
853						
852						
851						
851						
850						
850						
850						
849						
846						
842						
842						
839						
837						
835						
833						
832						
832						
832						
832						
831						
829						
827						
824						
824						
824						
823						
822						
822						
822						
821						
821						
821						
821						
820						
817						
816						
816						
814						
813						
810						
810						
808						
806						
806						
803						
802						
802						
802						
801						
800						
800						
798						
797						
797						
796						
794						
793						
792						
788						
788						
787						
785						
785						
784						
783						
782						
781						
781						
781						
780						
779						
779						
778						
778						
777						
776						
775						
774						
773						
772						
772						
770						
770						
769						
768						
767						
767						
767						
763						
762						
760						
759						
759						
759						
759						
758						
758						
758						
757						
757						
757						
755						
755						
753						
752						
751						
751						
750						
749						
749						
748						
748						
747						
747						
746						
743						
741						
739						
738						
736						
733						
733						
731						
731						
730						
730						
729						
725						
721						
721						
721						
720						
720						
720						
719						
719						
719						
717						
717						
716						
712						
709						
709						
709						
708						
708						
707						
706						
704						
704						
703						
703						
702						
701						
700						
700						
700						
696						
696						
694						
691						
691						
688						
687						
687						
684						
683						
683						
683						
683						
682						
682						
682						
682						
681						
681						
679						
676						
676						
675						
675						
674						
672						
671						
668						
667						
666						
665						
664						
662						
662						
656						
656						
655						
654						
653						
652						
651						
651						
650						
649						
646						
645						
645						
641						
640						
638						
635						
635						
634						
634						
634						
633						
633						
632						
632						
631						
631						
630						
629						
628						
628						
625						
624						
624						
624						
620						
619						
619						
618						
616						
615						
615						
614						
613						
611						
610						
610						
609						
607						
607						
606						
606						
606						
606						
605						
601						
600						
600						
596						
595						
595						
594						
594						
594						
594						
593						
592						
591						
591						
591						
590						
590						
589						
587						
586						
585						
585						
584						
583						
583						
583						
581						
579						
578						
577						
576						
571						
570						
565						
565						
565						
565						
564						
564						
564						
563						
560						
557						
554						
554						
554						
553						
552						
550						
550						
545						
543						
541						
540						
540						
540						
539						
539						
536						
536						
536						
536						
535						
534						
533						
533						
531						
530						
529						
527						
524						
524						
524						
523						
522						
521						
517						
516						
516						
515						
513						
512						
512						
510						
509						
508						
507						
507						
505						
504						
503						
502						
501						
501						
501						
499						
498						
498						
498						
498						
497						
497						
495						
494						
494						
493						
493						
492						
491						
488						
488						
487						
486						
485						
485						
485						
483						
482						
482						
482						
481						
480						
480						
479						
478						
477						
477						
477						
476						
476						
476						
475						
474						
473						
472						
471						
470						
469						
468						
462						
462						
461						
460						
460						
460						
455						
454						
454						
454						
453						
452						
452						
449						
448						
446						
445						
444						
443						
443						
441						
441						
440						
439						
438						
435						
435						
432						
430						
429						
426						
424						
422						
421						
419						
415						
413						
412						
411						
410						
410						
409						
409						
408						
408						
408						
408						
408						
406						
406						
406						
406						
405						
404						
403						
403						
402						
400						
400						
397						
396						
395						
394						
393						
393						
391						
390						
387						
387						
387						
387						
387						
387						
386						
385						
385						
383						
383						
383						
382						
382						
381						
379						
379						
378						
377						
377						
377						
375						
374						
373						
373						
372						
372						
370						
369						
369						
368						
367						
367						
366						
366						
364						
361						
359						
359						
359						
358						
357						
357						
357						
356						
354						
353						
353						
352						
349						
349						
349						
348						
348						
348						
347						
347						
345						
345						
343						
343						
343						
341						
341						
340						
340						
338						
338						
337						
335						
335						
334						
334						
334						
334						
333						
331						
330						
329						
328						
326						
324						
323						
322						
320						
319						
319						
318						
318						
317						
316						
316						
316						
314						
314						
313						
313						
313						
313						
312						
312						
311						
309						
309						
304						
304						
302						
302						
301						
301						
298						
298						
297						
297						
295						
294						
292						
290						
290						
290						
289						
289						
286						
286						
286						
285						
283						
279						
279						
279						
277						
276						
275						
274						
272						
272						
271						
271						
270						
267						
265						
264						
262						
262						
261						
261						
256						
255						
253						
250						
250						
250						
249						
248						
246						
245						
245						
244						
244						
242						
242						
240						
236						
233						
232						
232						
231						
230						
229						
228						
228						
228						
221						
221						
221						
220						
219						
217						
216						
216						
214						
213						
213						
212						
210						
210						
210						
207						
206						
206						
206						
206						
205						
204						
204						
204						
201						
197						
196						
195						
193						
190						
189						
189						
189						
188						
187						
186						
185						
184						
183						
181						
180						
180						
179						
179						
177						
177						
175						
175						
174						
174						
174						
173						
170						
167						
165						
164						
164						
163						
162						
161						
159						
158						
157						
157						
157						
156						
156						
155						
155						
154						
154						
153						
152						
152						
152						
151						
151						
151						
148						
148						
148						
146						
145						
142						
140						
140						
139						
136						
135						
134						
133						
132						
131						
129						
127						
126						
125						
125						
125						
124						
121						
120						
120						
120						
118						
116						
115						
113						
111						
111						
110						
109						
108						
108						
108						
108						
107						
107						
106						
104						
104						
104						
104						
103						
101						
101						
101						
96						
96						
95						
93						
93						
92						
91						
90						
90						
89						
88						
86						
86						
85						
82						
82						
80						
80						
80						
79						
79						
74						
73						
72						
70						
70						
70						
69						
69						
69						
69						
69						
68						
67						
66						
64						
63						
62						
62						
60						
59						
53						
52						
50						
49						
48						
45						
41						
