107015988	1	383				
107015988	2					
107015988	3					
107015988	4					
107015988	5					
107015988	6					10000
107015988	7					
107015988	8					
107015988	9					
107015988	10					
107015988	11					
107015988	12					
107015988	13					
107015988	14					
107015988	15					
107015988	16					
107015988	17					
107015988	18					
107015988	19					
107015988	20					
107015988	21					
107015988	22					
107015988	23					
107015988	24					
107015988	25					
107015988	26					
107015988	27					
107015988	28					
107015988	29					
107015988	30					
107015988	31					
107015988	32					
107015988	33					
107015988	34					
107015988	35					
107015988	36					
107015988	37					
107015988	38					
107015988	39					
107015988	40					
107015988	41					
107015988	42					
107015988	43					
107015988	44					
107015988	45					
107015988	46					
107015988	47					
107015988	48					
107015988	49					
107015988	50					
107015988	51					
107015988	52					
107015988	53					
107015988	54					
107015988	55					
107015988	56					
107015988	57					
107015988	58					
107015988	59					
107015988	60					
111655445	1					
111655445	2					
111655445	3					
111655445	4					
111655445	5					
111655445	6					
111655445	7					
111655445	8					
111655445	9					
111655445	10					
111655445	11					
111655445	12					
111655445	13					
111655445	14					
111655445	15					
111655445	16					
111655445	17					
111655445	18					
111655445	19					
111655445	20					
111655445	21					
111655445	22					
111655445	23					
111655445	24					
111655445	25					
111655445	26					
111655445	27					
111655445	28					
111655445	29					
111655445	30					
111655445	31					
111655445	32					
111655445	33					
111655445	34					
111655445	35					
111655445	36					
111655445	37					
112068657	1					
112068657	2					
112068657	3					
112068657	4					
112068657	5					
112068657	6					
112068657	7					
112068657	8					
112068657	9					
112068657	10					
112068657	11					
112068657	12					
112068657	13					
112068657	14					
112068657	15					
112068657	16					
112068657	17					
112068657	18					
112068657	19					
112068657	20					
112068657	21					
112068657	22					
112068657	23					
112068657	24					
112068657	25					
112068657	26					
112068657	27					
112068657	28					
112068657	29					
112068657	30					
112068657	31					
112068657	32					
112068657	33					
112068657	34					
112068657	35					
112068657	36					
112068657	37					
112068657	38					
112068657	39					
112068657	40					
112068657	41					
112068657	42					
112068657	43					
112068657	44					
112068657	45					
112068657	46					
112068657	47					
112068657	48					
112068657	49					
112068657	50					
112068657	51					
112068657	52					
112068657	53					
112068657	54					
112068657	55					
112068657	56					
112068657	57					
112068657	58					
112068657	59					
112068657	60					
112068657	61					
112068657	62					
112068657	63					
112068657	64					
112068657	65					
112068657	66					
112068657	67					
112068657	68					
112068657	69					
118623273	1					
118623273	2					
118623273	3					
118623273	4					
118623273	5					
118623273	6					
118623273	7					
118623273	8					
118623273	9					
118623273	10					
118623273	11					
118623273	12					
118623273	13					
118623273	14					
118623273	15					
118623273	16					
118623273	17					
118623273	18					
