99999	42890	0		18895	
99998	97554	0			
99997	96310	0			
99991	18970	0			
99988	27664	0			
99984	50829	0			
99983	45257	0			
99981	29188	0			
99975	86908	0			
99974	50586	0			
99973	78698	0			
99972	64741	0			
99970	35746	0			
99968	57805	0			
99966	89446	0			
99963	27622	0			
99962	73918	0			
99954	36000	0			
99944	40607	0			
99943	99396	0			
99943	90627	0			
99940	37345	0			
99939	44308	0			
99936	64396	0			
99926	3253	0			
99925	77522	0			
99922	3113	0			
99921	88153	0			
99918	8587	0			
99915	71299	0			
99905	51663	0			
99903	82249	0			
99901	61547	0			
99899	77472	0			
99897	57791	0			
99892	88153	0			
99891	73951	0			
99883	60645	0			
99883	60153	0			
99882	39399	0			
99880	30928	0			
99878	53157	0			
99874	17137	0			
99872	86901	0			
99872	22028	0			
99870	68400	0			
99870	6456	0			
99866	90429	0			
99865	22644	0			
99863	37885	0			
99860	60955	0			
99830	48038	0			
99827	25884	0			
99813	60092	0			
99802	62017	0			
99791	43649	0			
99785	15936	0			
99772	40786	0			
99760	14944	0			
99756	34359	0			
99756	15435	0			
99755	80721	0			
99750	91096	0			
99749	89350	0			
99748	10275	0			
99747	35506	0			
99746	86127	0			
99744	90880	0			
99740	95188	0			
99739	65339	0			
99735	95513	0			
99729	50952	0			
99729	2774	0			
99719	20635	0			
99718	22331	0			
99710	65733	0			
99708	88315	0			
99708	79588	0			
99707	42381	0			
99702	99242	0			
99702	339	0			
99699	32076	0			
99687	35979	0			
99682	95379	0			
99674	79328	0			
99670	2351	0			
99668	91766	0			
99666	33936	0			
99660	74846	0			
99640	52879	0			
99639	89262	0			
99633	19473	0			
99610	74972	0			
99603	6945	0			
99600	22726	0			
99599	59575	0			
99597	88786	0			
99591	13821	0			
99589	98764	0			
99582	56909	0			
99568	59311	0			
99567	56304	0			
99567	18779	0			
99564	52737	0			
99563	90109	0			
99551	19513	0			
99549	30396	0			
99548	77602	0			
99545	47561	0			
99544	84489	0			
99542	47053	0			
99537	31950	0			
